1429,栗山町,5847,22.217,21.874,0.000,0.086,6.516,13.152,0.616,0.205,3.250,14.212,0.924,0.547,1.916,4.190,3.027,2.497,12.263,2.343,5.764,4.327,1.950,22.658,20.147,57.195
1430,月形町,1710,31.579,31.228,0.000,0.000,6.784,4.152,0.234,0.058,1.228,7.661,0.643,0.468,0.409,4.386,1.988,3.275,13.333,2.632,5.497,14.269,1.404,32.028,11.091,56.880
1431,浦臼町,1023,51.124,51.026,0.000,0.000,4.985,4.888,0.000,0.098,1.857,6.061,0.587,0.098,0.391,2.639,1.271,2.151,8.113,3.030,4.497,6.843,1.369,51.833,10.010,38.157
1432,新十津川町,3219,26.499,26.002,0.000,0.249,7.953,6.741,0.497,0.342,4.318,10.003,0.901,0.590,1.118,4.349,2.796,4.039,13.048,3.138,6.027,5.747,1.646,26.943,15.193,57.865
1433,妹背牛町,1470,35.850,35.850,0.000,0.272,8.844,8.776,0.136,0.340,2.517,11.020,0.340,0.272,1.224,3.946,2.721,2.109,9.184,2.585,4.762,5.102,0.000,35.850,17.891,46.259
1434,秩父別町,1175,37.617,37.362,0.000,0.000,6.979,3.660,0.085,0.170,2.723,9.447,0.511,0.255,0.766,4.511,3.319,2.468,11.574,4.766,5.362,5.702,0.085,37.649,10.647,51.704
1436,雨竜町,1273,39.120,38.335,0.000,0.079,7.306,2.121,0.000,0.000,3.064,9.584,0.393,0.943,0.943,2.592,1.728,4.949,13.276,2.828,4.870,6.127,0.079,39.151,9.513,51.336
1437,北竜町,995,48.442,48.342,0.000,0.101,6.633,2.312,0.000,0.000,1.106,7.940,0.503,0.402,0.101,5.025,1.407,1.608,10.452,2.814,3.920,7.236,0.000,48.442,9.045,42.513
1438,沼田町,1634,31.212,31.028,0.000,0.000,9.425,5.018,0.428,0.122,1.408,7.834,0.734,0.734,0.918,4.529,2.815,3.121,13.831,3.672,3.794,10.282,0.122,31.250,14.461,54.289
1450,上川総合振興局,46259,23.632,22.480,0.039,0.130,7.691,6.167,0.246,0.307,3.411,10.912,0.858,0.545,1.403,7.164,2.722,4.477,12.119,2.374,5.774,8.926,1.102,23.935,14.145,61.920
1452,鷹栖町,3347,18.793,18.375,0.000,0.030,7.619,5.736,0.329,0.568,4.153,12.668,1.584,0.568,2.420,3.794,2.719,5.886,16.702,1.852,6.513,6.842,1.225,19.026,13.551,67.423
1453,東神楽町,4999,13.523,13.403,0.000,0.020,8.722,6.741,0.480,0.740,4.521,13.803,1.340,0.940,2.100,4.301,3.481,5.521,17.263,2.160,5.001,5.861,3.481,14.010,16.041,69.948
1454,当麻町,3299,29.282,28.706,0.061,0.091,8.063,7.578,0.061,0.273,4.183,13.519,0.697,0.697,1.031,4.426,2.607,2.940,11.913,1.970,6.214,4.274,0.121,29.378,15.751,54.871
1455,比布町,1937,28.601,28.498,0.155,0.052,8.002,6.453,0.000,0.413,3.717,12.442,0.516,0.723,1.394,3.820,2.943,3.975,11.926,2.168,6.557,5.885,0.258,28.830,14.545,56.625
1456,愛別町,1428,30.462,29.342,0.000,0.210,8.613,6.933,0.140,0.210,2.801,8.053,0.490,0.210,1.120,4.342,2.731,2.591,11.275,3.501,7.983,7.913,0.420,30.591,15.823,53.586
1457,上川町,2077,11.218,9.533,0.530,0.000,7.800,2.889,0.674,0.193,4.285,11.314,0.722,0.385,1.348,25.518,4.141,3.467,8.714,1.300,6.740,8.666,0.096,11.759,10.699,77.542
1458,東川町,3923,20.826,18.200,0.000,0.000,7.112,9.788,0.127,0.663,3.467,11.063,0.867,1.045,2.116,7.443,2.422,7.214,11.802,2.090,5.175,5.353,1.427,21.127,17.145,61.727
1459,美瑛町,5206,29.581,28.448,0.000,0.096,6.089,5.167,0.307,0.269,4.456,10.642,0.538,0.499,1.594,8.663,2.305,3.995,10.622,3.073,5.667,4.802,1.633,30.072,11.541,58.387
1460,上富良野町,5661,17.223,16.976,0.000,0.000,5.741,6.112,0.124,0.159,2.190,11.252,1.025,0.459,0.654,7.790,3.038,2.455,9.256,1.343,5.193,25.155,0.830,17.367,11.952,70.680
1461,中富良野町,2520,38.571,38.294,0.000,0.000,5.476,3.849,0.159,0.079,2.937,9.405,0.437,0.675,0.516,6.151,2.302,3.849,8.214,2.381,5.040,8.849,1.111,39.005,9.430,51.565
1462,南富良野町,1271,20.220,17.231,0.000,2.911,3.777,8.183,0.079,0.157,1.967,6.373,0.315,0.315,0.315,7.160,3.934,4.721,20.220,2.832,7.238,8.969,0.315,20.284,14.917,64.799
1463,占冠村,743,8.883,6.191,0.000,0.000,4.576,4.711,0.135,0.000,5.518,4.980,0.404,0.135,1.211,33.109,2.288,6.191,6.057,2.019,5.787,13.863,0.135,8.895,9.299,81.806
1464,和寒町,1789,34.544,34.153,0.000,0.112,8.496,4.807,0.224,0.000,1.956,10.844,0.615,0.391,0.391,2.907,2.068,2.348,11.794,4.025,6.093,6.205,2.180,35.314,13.714,50.971
1465,剣淵町,1808,41.482,41.206,0.000,0.000,6.250,4.757,0.166,0.111,2.268,9.790,0.885,0.332,0.387,4.535,1.659,2.876,11.504,3.042,4.148,5.808,0.000,41.482,11.007,47.511
1468,下川町,1749,22.813,19.211,0.000,0.057,13.208,10.406,0.343,0.172,2.001,8.691,0.800,0.172,2.630,4.631,2.287,3.602,13.036,1.830,5.946,7.090,0.286,22.878,23.739,53.383
1469,美深町,2295,23.747,20.828,0.044,0.131,7.974,4.227,0.349,0.087,3.137,10.632,1.133,0.261,1.569,5.752,3.399,7.800,13.290,3.442,6.231,6.754,0.044,23.801,12.337,63.862
1470,音威子府村,424,12.972,11.792,0.000,0.000,14.858,4.245,0.708,0.000,7.075,6.132,1.415,0.000,0.472,9.434,1.415,10.613,8.019,4.245,3.302,14.387,0.708,13.064,19.240,67.696
1471,中川町,989,18.301,14.257,0.101,0.303,23.458,5.157,0.202,0.202,2.022,7.685,0.809,0.101,2.123,4.752,1.416,4.954,9.808,3.337,6.269,8.797,0.202,18.440,28.977,52.584
1472,幌加内町,794,33.249,31.612,0.000,0.000,5.793,4.408,0.126,0.000,1.134,6.045,0.378,0.000,1.259,6.297,1.134,6.549,10.831,3.275,7.053,11.587,0.882,33.545,10.292,56.163
1480,留萌振興局,12937,16.542,15.421,9.848,0.193,9.755,6.238,0.487,0.108,3.494,9.778,1.036,0.286,1.051,5.218,2.303,4.661,10.837,3.262,5.488,7.088,2.327,27.018,16.572,56.410
1481,増毛町,2171,9.627,9.258,13.634,0.046,9.673,14.509,0.553,0.138,3.869,10.041,0.875,0.230,1.013,4.284,2.349,3.639,11.746,2.349,5.159,6.126,0.138,23.293,24.262,52.445
1482,小平町,1670,19.162,18.323,12.156,0.060,10.000,4.790,0.120,0.240,3.293,7.006,0.539,0.479,0.120,4.132,2.096,7.425,12.275,2.635,5.030,8.084,0.359,31.430,14.904,53.666
1483,苫前町,1643,26.719,26.050,12.660,0.000,10.712,4.200,0.122,0.061,1.826,6.026,0.852,0.061,0.365,6.573,1.643,3.956,8.947,3.834,4.565,6.878,0.000,39.379,14.912,45.709
1484,羽幌町,3579,9.360,8.606,9.109,0.112,7.293,5.728,0.754,0.140,4.862,13.440,1.257,0.363,1.760,6.007,2.962,4.750,10.003,2.906,5.225,6.622,7.348,19.934,14.174,65.893
1485,初山別村,634,24.921,22.240,7.571,0.315,6.782,5.205,0.158,0.000,1.262,5.521,0.473,0.000,0.000,4.416,0.946,4.416,16.562,4.416,6.625,9.779,0.631,32.698,12.381,54.921
1486,遠別町,1456,21.154,18.887,8.791,0.549,11.745,3.709,0.275,0.000,3.846,9.684,1.030,0.343,1.099,5.426,2.404,3.915,8.791,3.846,5.907,6.044,1.442,30.383,16.237,53.380
